"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"APLP21"	3.05610811221161e-276	0.417921695716179	0.688	0.428	7.08711471221872e-272	"BRCA.Luminal_2"	"APLP2"
"IL13RA1"	2.94047719997322e-270	0.358382798671613	0.403	0.163	6.81896662673789e-266	"BRCA.Luminal_2"	"IL13RA1"
"NCEH1"	2.68085625801649e-269	0.255977314312736	0.251	0.07	6.21690566234024e-265	"BRCA.Luminal_2"	"NCEH1"
"CXADR"	8.57661309883735e-269	0.413537428722345	0.488	0.231	1.98891657762038e-264	"BRCA.Luminal_2"	"CXADR"
"CBR4"	2.10147988352739e-267	0.370592894985528	0.426	0.186	4.87333184990002e-263	"BRCA.Luminal_2"	"CBR4"
"TMBIM6"	8.32588873382028e-266	0.312501847189818	0.984	0.947	1.93077359737292e-261	"BRCA.Luminal_2"	"TMBIM6"
"ERBB2"	3.52890918465617e-265	0.329375301668055	0.391	0.158	8.18354039921765e-261	"BRCA.Luminal_2"	"ERBB2"
"PLAT1"	7.28559992896795e-264	0.60286069128345	0.329	0.12	1.68953062352767e-259	"BRCA.Luminal_2"	"PLAT"
"ATP6V1G1"	8.63243104875245e-264	0.352576942192057	0.96	0.896	2.00186076020569e-259	"BRCA.Luminal_2"	"ATP6V1G1"
"CETN2"	6.19286752476675e-260	0.342970399144566	0.47	0.216	1.43612597899341e-255	"BRCA.Luminal_2"	"CETN2"
"MSRB2"	9.26616150260885e-260	0.299098265849068	0.343	0.126	2.14882285245499e-255	"BRCA.Luminal_2"	"MSRB2"
"VWA11"	5.3189347852259e-257	0.396738340010765	0.469	0.218	1.23346097669389e-252	"BRCA.Luminal_2"	"VWA1"
"GPRC5C"	7.02343572592292e-256	0.284190414519112	0.319	0.113	1.62873474484153e-251	"BRCA.Luminal_2"	"GPRC5C"
"SERINC2"	6.7664049283446e-254	0.452856810672174	0.752	0.517	1.56912930288311e-249	"BRCA.Luminal_2"	"SERINC2"
"RPS27L1"	1.38421326069897e-252	0.491017631747986	0.839	0.645	3.20999055156091e-248	"BRCA.Luminal_2"	"RPS27L"
"SLC9A3R1"	4.50055679316173e-251	0.358791426771789	0.429	0.193	1.0436791203342e-246	"BRCA.Luminal_2"	"SLC9A3R1"
"HLA-C"	9.04662488437808e-251	0.35226953319097	0.967	0.899	2.09791231068728e-246	"BRCA.Luminal_2"	"HLA-C"
"TC2N1"	1.67789469993995e-249	0.452663861032757	0.467	0.226	3.89103780916074e-245	"BRCA.Luminal_2"	"TC2N"
"PAFAH1B3"	4.10385448584896e-249	0.382214795112308	0.459	0.221	9.51683855268373e-245	"BRCA.Luminal_2"	"PAFAH1B3"
"COA3"	6.25436469462328e-249	0.373771220568034	0.585	0.322	1.45038717268314e-244	"BRCA.Luminal_2"	"COA3"
"CNDP2"	1.11221914523244e-246	0.363625354459163	0.539	0.283	2.57923619779404e-242	"BRCA.Luminal_2"	"CNDP2"
"PET100"	3.13976414641493e-246	0.419533025841272	0.622	0.379	7.28111305553623e-242	"BRCA.Luminal_2"	"PET100"
"HACD3"	2.1697753073098e-244	0.38738231574927	0.524	0.273	5.03170893765144e-240	"BRCA.Luminal_2"	"HACD3"
"TBX31"	7.47845678940784e-244	0.401252061764615	0.495	0.238	1.73425412946368e-239	"BRCA.Luminal_2"	"TBX3"
"GTF3C6"	3.18507982330696e-243	0.37942021576147	0.627	0.365	7.38620011024885e-239	"BRCA.Luminal_2"	"GTF3C6"
"ETFB"	3.2065427614424e-243	0.370510840654906	0.483	0.239	7.43597266378492e-239	"BRCA.Luminal_2"	"ETFB"
"DDX51"	1.07622268386511e-242	0.308420645926912	0.943	0.827	2.49576040388318e-238	"BRCA.Luminal_2"	"DDX5"
"UQCR11"	1.20835222160681e-242	0.360342547173492	0.888	0.743	2.80216880190619e-238	"BRCA.Luminal_2"	"UQCR11"
"ATP6V0E11"	3.4933589175263e-242	0.319575665751544	0.947	0.871	8.10109932974349e-238	"BRCA.Luminal_2"	"ATP6V0E1"
"PEBP11"	8.66444551277766e-242	0.365538482987689	0.875	0.73	2.00928491441314e-237	"BRCA.Luminal_2"	"PEBP1"
"GPX41"	2.45118188948244e-241	0.397561444516275	0.935	0.82	5.68429080170978e-237	"BRCA.Luminal_2"	"GPX4"
"MGST2"	3.43989446567687e-241	0.320122449175846	0.374	0.154	7.97711526590467e-237	"BRCA.Luminal_2"	"MGST2"
"TMEM59"	6.76333496328531e-241	0.41061589602914	0.87	0.737	1.56841737798586e-236	"BRCA.Luminal_2"	"TMEM59"
"SH3BGRL1"	4.25204239023985e-240	0.396841751442851	0.445	0.212	9.8604863029662e-236	"BRCA.Luminal_2"	"SH3BGRL"
"IDH1"	5.36540311469998e-240	0.2794540789743	0.267	0.087	1.24423698229893e-235	"BRCA.Luminal_2"	"IDH1"
"MVP1"	5.42049471039864e-236	0.360527931980236	0.573	0.313	1.25701272334144e-231	"BRCA.Luminal_2"	"MVP"
"PPIC1"	8.87493587965716e-236	0.324475530947574	0.486	0.237	2.05809763049249e-231	"BRCA.Luminal_2"	"PPIC"
"NDUFB4"	1.35672146600231e-235	0.391821353684373	0.866	0.741	3.14623707965937e-231	"BRCA.Luminal_2"	"NDUFB4"
"SRD5A3"	7.7297993786141e-235	0.359650223899375	0.359	0.144	1.79254047590061e-230	"BRCA.Luminal_2"	"SRD5A3"
"ACADVL"	1.46403648142078e-234	0.365988131145582	0.886	0.732	3.39510060041479e-230	"BRCA.Luminal_2"	"ACADVL"
"PVRL41"	6.11313989803009e-232	0.337417811423393	0.423	0.192	1.41763714235318e-227	"BRCA.Luminal_2"	"PVRL4"
"ZSWIM7"	2.8072717862468e-231	0.322219755635235	0.443	0.208	6.51006327230632e-227	"BRCA.Luminal_2"	"ZSWIM7"
"BSPRY1"	2.39180164437237e-229	0.307281542709798	0.382	0.162	5.54658801329952e-225	"BRCA.Luminal_2"	"BSPRY"
"BZW12"	1.79800029115628e-228	0.404044385271665	0.818	0.606	4.16956267519142e-224	"BRCA.Luminal_2"	"BZW1"
"SUCLG2"	5.74973475391668e-227	0.290324564842925	0.39	0.17	1.33336348943328e-222	"BRCA.Luminal_2"	"SUCLG2"
"CFL11"	1.7732836539068e-226	0.356660802086845	0.977	0.944	4.11224479340986e-222	"BRCA.Luminal_2"	"CFL1"
"CHMP4B"	4.0320745341428e-225	0.405604797503455	0.835	0.668	9.35038084467714e-221	"BRCA.Luminal_2"	"CHMP4B"
"TMCO1"	4.92095346623922e-225	0.358046360146702	0.729	0.493	1.14116910882087e-220	"BRCA.Luminal_2"	"TMCO1"
"DPP7"	8.46070235198988e-225	0.362009476881977	0.601	0.359	1.96203687542645e-220	"BRCA.Luminal_2"	"DPP7"
"CCND11"	1.3555257304354e-222	0.599480027360796	0.464	0.235	3.14346416887969e-218	"BRCA.Luminal_2"	"CCND1"
"H3F3A"	2.45068845312311e-221	0.349342839418627	0.955	0.921	5.68314652279249e-217	"BRCA.Luminal_2"	"H3F3A"
"DNAJC151"	8.63563638614457e-221	0.367709822946041	0.568	0.318	2.00260407794693e-216	"BRCA.Luminal_2"	"DNAJC15"
"BIK"	1.25321828620309e-219	0.271135478848206	0.318	0.121	2.90621320570497e-215	"BRCA.Luminal_2"	"BIK"
"TRAPPC6A"	1.09463355317715e-218	0.286242804912672	0.332	0.134	2.53845520981782e-214	"BRCA.Luminal_2"	"TRAPPC6A"
"C3orf14"	1.51880426955038e-218	0.28108544236447	0.341	0.138	3.52210710108733e-214	"BRCA.Luminal_2"	"C3orf14"
"COX5B"	2.18012431766898e-218	0.335279062156838	0.896	0.764	5.05570829267437e-214	"BRCA.Luminal_2"	"COX5B"
"ARHGDIB"	9.76752791646173e-218	0.3259964027328	0.348	0.145	2.26508972382748e-213	"BRCA.Luminal_2"	"ARHGDIB"
"EMP31"	2.20385781736886e-217	0.499967962491279	0.685	0.449	5.11074627847838e-213	"BRCA.Luminal_2"	"EMP3"
"COMMD3"	1.5338486453559e-216	0.328235489676161	0.497	0.258	3.55699500858033e-212	"BRCA.Luminal_2"	"COMMD3"
"HINT2"	3.95924424362059e-216	0.32291284254083	0.459	0.228	9.18148740095616e-212	"BRCA.Luminal_2"	"HINT2"
"STXBP2"	8.72528332036491e-215	0.316508208473317	0.475	0.242	2.02339320199262e-210	"BRCA.Luminal_2"	"STXBP2"
"ABHD11"	2.09951116331174e-214	0.293019128369272	0.355	0.149	4.86876638771992e-210	"BRCA.Luminal_2"	"ABHD11"
"KNOP1"	7.13180801163715e-214	0.29888384936293	0.4	0.181	1.65386627789865e-209	"BRCA.Luminal_2"	"KNOP1"
"ARL6IP51"	1.13251724242675e-213	0.396222923744102	0.681	0.447	2.62630748518764e-209	"BRCA.Luminal_2"	"ARL6IP5"
"MYL12B1"	1.06145309016538e-212	0.464853529364532	0.983	0.968	2.46150971609352e-208	"BRCA.Luminal_2"	"MYL12B"
"ATP6V0D1"	1.15908837282155e-212	0.339285261585547	0.582	0.337	2.68792593657318e-208	"BRCA.Luminal_2"	"ATP6V0D1"
"ACAT1"	1.18218764221411e-212	0.261069139450871	0.345	0.141	2.74149314229452e-208	"BRCA.Luminal_2"	"ACAT1"
"HSBP11"	3.97652139263914e-211	0.342854001566226	0.874	0.72	9.22155310953016e-207	"BRCA.Luminal_2"	"HSBP1"
"SPINT1"	1.06309943360613e-210	0.395452813954376	0.761	0.558	2.46532758653261e-206	"BRCA.Luminal_2"	"SPINT1"
"PPA2"	3.58887988229989e-210	0.353966817892561	0.568	0.334	8.32261244705344e-206	"BRCA.Luminal_2"	"PPA2"
"UQCR10"	9.57759574549904e-209	0.339572791360542	0.853	0.702	2.22104445338123e-204	"BRCA.Luminal_2"	"UQCR10"
"MGST11"	2.29100735671569e-208	0.346496848160476	0.972	0.929	5.31284606022369e-204	"BRCA.Luminal_2"	"MGST1"
"PLEKHF2"	3.31892945356384e-208	0.295527148425042	0.348	0.146	7.69659740281454e-204	"BRCA.Luminal_2"	"PLEKHF2"
"ELOVL51"	3.37426521175766e-208	0.290613387927438	0.435	0.207	7.82492102606601e-204	"BRCA.Luminal_2"	"ELOVL5"
"SC5D1"	2.32782995659417e-207	0.297613406999142	0.345	0.144	5.39823766934188e-203	"BRCA.Luminal_2"	"SC5D"
"ZNF428"	4.04116866316008e-207	0.322848933472987	0.443	0.222	9.37147012986823e-203	"BRCA.Luminal_2"	"ZNF428"
"RAB11FIP11"	9.45176393862499e-207	0.324169300263981	0.463	0.225	2.19186405736714e-202	"BRCA.Luminal_2"	"RAB11FIP1"
"TMEM14A"	1.04014702027036e-206	0.269985198771243	0.351	0.148	2.41210094000696e-202	"BRCA.Luminal_2"	"TMEM14A"
"ECHS1"	1.23194098511396e-205	0.348689702533311	0.64	0.401	2.85687114447927e-201	"BRCA.Luminal_2"	"ECHS1"
"GLUL"	6.25460712093052e-205	0.475509357834109	0.673	0.461	1.45044339134379e-200	"BRCA.Luminal_2"	"GLUL"
"TXNDC171"	6.29145597199812e-205	0.33003377826099	0.734	0.501	1.45898863990636e-200	"BRCA.Luminal_2"	"TXNDC17"
"TMEM160"	2.77165141688646e-204	0.333765199360078	0.522	0.287	6.4274596357597e-200	"BRCA.Luminal_2"	"TMEM160"
"PSENEN1"	5.08227235370586e-201	0.355255392859551	0.616	0.378	1.17857895882439e-196	"BRCA.Luminal_2"	"PSENEN"
"DYNC1I2"	2.11454291318993e-199	0.371254871781768	0.651	0.427	4.90362501568746e-195	"BRCA.Luminal_2"	"DYNC1I2"
"MRPS21"	1.35786254995372e-198	0.358325615643199	0.742	0.554	3.14888325334268e-194	"BRCA.Luminal_2"	"MRPS21"
"RASD11"	1.52010098685099e-198	0.578372416443617	0.378	0.177	3.52511418850744e-194	"BRCA.Luminal_2"	"RASD1"
"NIT2"	1.4755714256116e-197	0.307421410980825	0.464	0.241	3.4218501359933e-193	"BRCA.Luminal_2"	"NIT2"
"PLPP21"	3.62273883849344e-194	0.359602377688511	0.714	0.477	8.40113136646628e-190	"BRCA.Luminal_2"	"PLPP2"
"TMEM230"	4.45664890295681e-194	0.334447288637765	0.576	0.353	1.03349688059569e-189	"BRCA.Luminal_2"	"TMEM230"
"PRDX3"	5.71149918173718e-194	0.341184133808414	0.651	0.426	1.32449666024485e-189	"BRCA.Luminal_2"	"PRDX3"
"ETFA"	1.47716790008767e-192	0.351504382371432	0.636	0.42	3.42555236030331e-188	"BRCA.Luminal_2"	"ETFA"
"CLDN32"	2.46491060853332e-192	0.286248879165128	0.703	0.41	5.71612770118877e-188	"BRCA.Luminal_2"	"CLDN3"
"ANXA4"	7.64162152524546e-190	0.296803496512562	0.459	0.239	1.77209203170442e-185	"BRCA.Luminal_2"	"ANXA4"
"TEX264"	1.53650669309118e-188	0.282692227958172	0.41	0.201	3.56315902127845e-184	"BRCA.Luminal_2"	"TEX264"
"COX6B11"	2.30190999109906e-188	0.302030724687914	0.91	0.796	5.33812926935872e-184	"BRCA.Luminal_2"	"COX6B1"
"BAG11"	4.50459377265214e-188	0.358678039015882	0.752	0.563	1.04461529587803e-183	"BRCA.Luminal_2"	"BAG1"
"NDUFB1"	1.82540066159435e-186	0.401141763985084	0.596	0.389	4.23310413423731e-182	"BRCA.Luminal_2"	"NDUFB1"
"ATP5I"	1.28358707008277e-185	0.373649027578532	0.805	0.659	2.97663841552193e-181	"BRCA.Luminal_2"	"ATP5I"
"APOA1BP"	1.46154483957144e-185	0.32499781648502	0.578	0.351	3.38932248296617e-181	"BRCA.Luminal_2"	"APOA1BP"
"PGM2L11"	2.27194570801501e-185	0.26086667422437	0.326	0.137	5.26864209688682e-181	"BRCA.Luminal_2"	"PGM2L1"
"ZFP36L12"	2.95490008413948e-185	0.354710578000617	0.794	0.598	6.85241329511945e-181	"BRCA.Luminal_2"	"ZFP36L1"
"SOD1"	4.23021411518211e-185	0.339081544113344	0.89	0.774	9.80986653310732e-181	"BRCA.Luminal_2"	"SOD1"
"GSTK1"	6.76156039179605e-185	0.342993345232517	0.514	0.298	1.5680058548575e-180	"BRCA.Luminal_2"	"GSTK1"
"ATOX11"	7.09248641736003e-184	0.321392689055768	0.653	0.428	1.64474760018579e-179	"BRCA.Luminal_2"	"ATOX1"
"VPS25"	7.83636166652169e-184	0.303298015688396	0.548	0.319	1.81725227046638e-179	"BRCA.Luminal_2"	"VPS25"
"ID21"	6.73100881410304e-183	0.485412717206984	0.419	0.215	1.56092094399049e-178	"BRCA.Luminal_2"	"ID2"
"CYBA2"	2.22271144915128e-182	0.389210207109799	0.667	0.45	5.15446785058182e-178	"BRCA.Luminal_2"	"CYBA"
"NDUFB3"	1.08603189928323e-181	0.338456814825539	0.627	0.407	2.5185079744378e-177	"BRCA.Luminal_2"	"NDUFB3"
"MGMT"	1.91996835105624e-181	0.272730855355934	0.346	0.158	4.45240660609943e-177	"BRCA.Luminal_2"	"MGMT"
"SLC39A61"	9.80690859821359e-180	0.428982303832434	0.61	0.39	2.27422210392573e-175	"BRCA.Luminal_2"	"SLC39A6"
"NDUFS2"	1.17217718708722e-179	0.316905507535845	0.655	0.435	2.71827889685526e-175	"BRCA.Luminal_2"	"NDUFS2"
"FAM114A1"	3.46515745932131e-179	0.309482395102024	0.453	0.238	8.03570014816611e-175	"BRCA.Luminal_2"	"FAM114A1"
"TPD521"	4.96338827849291e-179	0.356706495971978	0.608	0.398	1.1510097417825e-174	"BRCA.Luminal_2"	"TPD52"
"ARPC31"	1.11804011014641e-178	0.297145703758582	0.898	0.768	2.59273501542952e-174	"BRCA.Luminal_2"	"ARPC3"
"PYCARD"	2.20252874170431e-178	0.323431586291685	0.37	0.178	5.10766415201229e-174	"BRCA.Luminal_2"	"PYCARD"
"EFNA11"	8.07810531533678e-178	0.465443816285625	0.675	0.472	1.8733126226266e-173	"BRCA.Luminal_2"	"EFNA1"
"MT-ND31"	9.50648006490186e-177	0.520527956230156	0.88	0.854	2.20455272705074e-172	"BRCA.Luminal_2"	"MT-ND3"
"RPA3"	1.01305510489086e-176	0.27889301776098	0.42	0.212	2.34927478824191e-172	"BRCA.Luminal_2"	"RPA3"
"CRIP2"	7.13776845151481e-176	0.365486783667256	0.455	0.248	1.65524850390628e-171	"BRCA.Luminal_2"	"CRIP2"
"B2M2"	8.20545546234828e-176	0.254556605289003	0.997	0.985	1.90284512171857e-171	"BRCA.Luminal_2"	"B2M"
"NDUFA3"	2.28218816923529e-175	0.363109184714948	0.578	0.371	5.29239436445664e-171	"BRCA.Luminal_2"	"NDUFA3"
"MPHOSPH6"	5.16041271735427e-175	0.395255786107924	0.469	0.258	1.19669970915446e-170	"BRCA.Luminal_2"	"MPHOSPH6"
"CD46"	1.89025757512583e-174	0.321948271465451	0.531	0.315	4.3835073167168e-170	"BRCA.Luminal_2"	"CD46"
"C15orf482"	7.14391511987704e-173	0.464914137355075	0.543	0.298	1.65667391629949e-168	"BRCA.Luminal_2"	"C15orf48"
"PSME1"	2.33241288947587e-172	0.333843548383173	0.813	0.659	5.40886549069454e-168	"BRCA.Luminal_2"	"PSME1"
"EPHX1"	8.80780064535751e-172	0.366668810054002	0.461	0.255	2.04252896965841e-167	"BRCA.Luminal_2"	"EPHX1"
"SSR4"	1.19062756685281e-171	0.324156878933151	0.884	0.774	2.76106532753167e-167	"BRCA.Luminal_2"	"SSR4"
"SCARB21"	3.67543150985601e-171	0.27709156474412	0.433	0.224	8.52332567135608e-167	"BRCA.Luminal_2"	"SCARB2"
"ERBB31"	6.19364873363136e-171	0.290777277248861	0.375	0.18	1.43630714132911e-166	"BRCA.Luminal_2"	"ERBB3"
"CUTA"	6.73609278141026e-171	0.328485469861805	0.794	0.629	1.56209991600904e-166	"BRCA.Luminal_2"	"CUTA"
"ZDHHC12"	2.19514189178799e-170	0.257452389704602	0.368	0.177	5.09053404705634e-166	"BRCA.Luminal_2"	"ZDHHC12"
"NDUFB7"	2.99401139056906e-169	0.310329773702533	0.769	0.592	6.94311241472964e-165	"BRCA.Luminal_2"	"NDUFB7"
"TMEM179B"	3.3444575669204e-168	0.313627160467932	0.548	0.333	7.7557970976884e-164	"BRCA.Luminal_2"	"TMEM179B"
"COX7A2"	8.97715829377047e-167	0.255097727969643	0.944	0.889	2.08180300832537e-162	"BRCA.Luminal_2"	"COX7A2"
"CYB5R1"	1.83238184518425e-166	0.279955753596313	0.419	0.217	4.24929349898227e-162	"BRCA.Luminal_2"	"CYB5R1"
"TMBIM4"	6.3675309443142e-166	0.312279547103209	0.597	0.376	1.47663042598646e-161	"BRCA.Luminal_2"	"TMBIM4"
"PKM1"	5.47549030111386e-165	0.312442959233813	0.957	0.894	1.2697662008283e-160	"BRCA.Luminal_2"	"PKM"
"ARPC1B1"	1.39069824684938e-164	0.302072902633417	0.678	0.451	3.22502923444372e-160	"BRCA.Luminal_2"	"ARPC1B"
"LAMTOR1"	2.72306935404382e-164	0.306773472897127	0.743	0.552	6.31479783202761e-160	"BRCA.Luminal_2"	"LAMTOR1"
"SQLE"	1.07963618846934e-162	0.374909528568231	0.435	0.237	2.50367632106039e-158	"BRCA.Luminal_2"	"SQLE"
"C14orf2"	2.25439135724134e-162	0.335600733153018	0.772	0.631	5.22793355744266e-158	"BRCA.Luminal_2"	"C14orf2"
"STMN11"	6.55840176186732e-162	0.373340157345972	0.542	0.328	1.52089336857703e-157	"BRCA.Luminal_2"	"STMN1"
"H2AFJ1"	1.41908955291867e-161	0.397861206995573	0.692	0.509	3.29086867321839e-157	"BRCA.Luminal_2"	"H2AFJ"
"TMEM106B1"	1.29416366177785e-160	0.349460883723629	0.433	0.237	3.00116553166282e-156	"BRCA.Luminal_2"	"TMEM106B"
"COPZ1"	8.92252227470396e-159	0.308508818410042	0.707	0.516	2.06913291550385e-154	"BRCA.Luminal_2"	"COPZ1"
"TMEM219"	1.39717310287109e-158	0.311906774107811	0.577	0.372	3.24004442555806e-154	"BRCA.Luminal_2"	"TMEM219"
"BLVRA"	1.48672389872336e-158	0.305770487519264	0.495	0.288	3.44771272113947e-154	"BRCA.Luminal_2"	"BLVRA"
"ACAA1"	2.00002166382365e-158	0.254141335780351	0.361	0.179	4.63805023840704e-154	"BRCA.Luminal_2"	"ACAA1"
"ICA1"	2.74102611750546e-158	0.253992946558985	0.359	0.176	6.35643956649517e-154	"BRCA.Luminal_2"	"ICA1"
"ZFAND6"	1.58881049229256e-157	0.319006605279337	0.705	0.514	3.68445153162645e-153	"BRCA.Luminal_2"	"ZFAND6"
"PTP4A21"	3.83974395377859e-157	0.314412797251346	0.838	0.692	8.90436622881254e-153	"BRCA.Luminal_2"	"PTP4A2"
"GMDS"	3.32124621957261e-156	0.301680916040278	0.454	0.257	7.70196998318889e-152	"BRCA.Luminal_2"	"GMDS"
"DAD1"	9.93338103056644e-156	0.288361507071046	0.894	0.78	2.30355106098836e-151	"BRCA.Luminal_2"	"DAD1"
"TRAPPC11"	1.14667004089751e-155	0.310824219097156	0.698	0.497	2.65912782484133e-151	"BRCA.Luminal_2"	"TRAPPC1"
"MDH21"	3.98045463569965e-155	0.302508050847595	0.84	0.707	9.23067430018749e-151	"BRCA.Luminal_2"	"MDH2"
"RHOB"	8.91134978230992e-155	0.338545798288508	0.482	0.275	2.06654201451767e-150	"BRCA.Luminal_2"	"RHOB"
"ID31"	3.73218943039514e-154	0.360567020255245	0.388	0.194	8.65494728908634e-150	"BRCA.Luminal_2"	"ID3"
"C14orf11"	1.21165492989158e-153	0.296157225281942	0.524	0.312	2.80982778241858e-149	"BRCA.Luminal_2"	"C14orf1"
"SCAND11"	1.34945174243338e-153	0.321162135583036	0.71	0.522	3.12937859070302e-149	"BRCA.Luminal_2"	"SCAND1"
"HNRNPH2"	1.93297046889826e-152	0.28240232889719	0.605	0.396	4.48255851737508e-148	"BRCA.Luminal_2"	"HNRNPH2"
"CARHSP12"	3.74834552724378e-152	0.328997384114562	0.861	0.708	8.69241327767832e-148	"BRCA.Luminal_2"	"CARHSP1"
"RAB5C"	4.18352066628111e-151	0.298353609750145	0.717	0.55	9.7015844251059e-147	"BRCA.Luminal_2"	"RAB5C"
"CHMP2A"	4.94340138551501e-151	0.295471759917824	0.807	0.657	1.14637478130093e-146	"BRCA.Luminal_2"	"CHMP2A"
"CKLF"	9.70479085300489e-151	0.262278021675022	0.382	0.196	2.25054099881183e-146	"BRCA.Luminal_2"	"CKLF"
"ATP5H"	4.73486191419421e-148	0.304303945697251	0.735	0.561	1.09801447790164e-143	"BRCA.Luminal_2"	"ATP5H"
"SARAF"	6.46217781335205e-148	0.305074942448669	0.8	0.649	1.49857903491634e-143	"BRCA.Luminal_2"	"SARAF"
"VPS281"	1.07911522165484e-147	0.30878572068719	0.721	0.544	2.50246819901758e-143	"BRCA.Luminal_2"	"VPS28"
"UQCRQ"	3.43296600744526e-147	0.302943122691917	0.861	0.77	7.96104817126556e-143	"BRCA.Luminal_2"	"UQCRQ"
"C14orf1191"	9.7768221094102e-147	0.262962228228604	0.559	0.344	2.26724504717223e-142	"BRCA.Luminal_2"	"C14orf119"
"COPRS"	4.06010723077656e-146	0.265160833854757	0.433	0.239	9.41538866817085e-142	"BRCA.Luminal_2"	"COPRS"
"SPCS11"	7.9488955601921e-146	0.272146773807632	0.843	0.696	1.84334888040855e-141	"BRCA.Luminal_2"	"SPCS1"
"ARPC1A"	1.78345234083629e-145	0.305602980708526	0.632	0.441	4.13582597839937e-141	"BRCA.Luminal_2"	"ARPC1A"
"UBE2E3"	1.78861977607352e-145	0.294458791128727	0.564	0.366	4.14780926071449e-141	"BRCA.Luminal_2"	"UBE2E3"
"EMC3"	7.99885204072643e-145	0.290497814620979	0.614	0.405	1.85493378824446e-140	"BRCA.Luminal_2"	"EMC3"
"PVRL21"	2.62231050500642e-144	0.298951683648594	0.611	0.413	6.08113806110988e-140	"BRCA.Luminal_2"	"PVRL2"
"ENAH1"	4.615738737543e-144	0.288087853949555	0.475	0.279	1.07038981323622e-139	"BRCA.Luminal_2"	"ENAH"
"SDHC"	4.71571616152068e-144	0.275321398249204	0.67	0.468	1.09357457785664e-139	"BRCA.Luminal_2"	"SDHC"
"PRDX51"	7.05431422922819e-144	0.263850856276311	0.866	0.716	1.63589546975802e-139	"BRCA.Luminal_2"	"PRDX5"
"PPCS"	3.56399483093668e-143	0.270097255416721	0.463	0.267	8.26490401294216e-139	"BRCA.Luminal_2"	"PPCS"
"HIF1A"	9.8136632575079e-143	0.444837659285793	0.483	0.305	2.27578850941608e-138	"BRCA.Luminal_2"	"HIF1A"
"SERPINB11"	3.63011062667797e-142	0.269881847280041	0.52	0.314	8.4182265432662e-138	"BRCA.Luminal_2"	"SERPINB1"
"LAMTOR2"	4.26282333989604e-142	0.285040131248869	0.587	0.393	9.88548732521893e-138	"BRCA.Luminal_2"	"LAMTOR2"
"MRPL42"	8.10007975256164e-140	0.264775970314528	0.481	0.289	1.87840849461904e-135	"BRCA.Luminal_2"	"MRPL42"
"UQCC2"	1.78735613309825e-139	0.292496391858409	0.564	0.374	4.14487887265485e-135	"BRCA.Luminal_2"	"UQCC2"
"SPTSSA1"	7.47160498934577e-138	0.481230103105821	0.735	0.58	1.73266519702928e-133	"BRCA.Luminal_2"	"SPTSSA"
"ACTB1"	6.72484528044494e-137	0.54377924384157	0.992	0.983	1.55949162053518e-132	"BRCA.Luminal_2"	"ACTB"
"BAMBI"	7.52676727643289e-137	0.275231851311453	0.285	0.13	1.74545733140479e-132	"BRCA.Luminal_2"	"BAMBI"
"COPE"	2.6502803338125e-136	0.259655562906573	0.856	0.717	6.14600009411119e-132	"BRCA.Luminal_2"	"COPE"
"AURKAIP12"	2.90336528607531e-135	0.250792596787954	0.838	0.682	6.73290409840865e-131	"BRCA.Luminal_2"	"AURKAIP1"
"EZR1"	2.96719874613458e-134	0.352897083894576	0.671	0.488	6.88093389228609e-130	"BRCA.Luminal_2"	"EZR"
"CLIC11"	1.82437351939204e-133	0.266120374909107	0.959	0.918	4.23072219147014e-129	"BRCA.Luminal_2"	"CLIC1"
"TMEM14C"	8.71866624393144e-132	0.2998212681682	0.686	0.508	2.0218587019677e-127	"BRCA.Luminal_2"	"TMEM14C"
"MTCH21"	1.15484348490037e-131	0.250606605419103	0.553	0.354	2.67808204148397e-127	"BRCA.Luminal_2"	"MTCH2"
"COX171"	6.65593545662734e-131	0.274034594483114	0.742	0.563	1.54351143239188e-126	"BRCA.Luminal_2"	"COX17"
"RER11"	9.82201790305178e-131	0.279901054496002	0.637	0.443	2.27772595171771e-126	"BRCA.Luminal_2"	"RER1"
"C11orf31"	2.2051917962412e-130	0.295968137120894	0.677	0.498	5.11383977548334e-126	"BRCA.Luminal_2"	"C11orf31"
"ATP5J21"	2.59588918364926e-130	0.250066872411092	0.847	0.723	6.01986701688264e-126	"BRCA.Luminal_2"	"ATP5J2"
"CHCHD5"	3.04853272913134e-130	0.250401494362376	0.419	0.239	7.06954739885557e-126	"BRCA.Luminal_2"	"CHCHD5"
"RAB11A1"	8.34403120114573e-130	0.25827801737457	0.775	0.605	1.9349808355457e-125	"BRCA.Luminal_2"	"RAB11A"
"NUCB2"	5.01839342802605e-129	0.330307201001128	0.504	0.318	1.16376543595924e-124	"BRCA.Luminal_2"	"NUCB2"
"AP1S11"	5.09725585438304e-129	0.260726871935568	0.516	0.325	1.18205363263143e-124	"BRCA.Luminal_2"	"AP1S1"
"NQO11"	1.80330381789543e-128	0.389022189310379	0.657	0.473	4.1818615536995e-124	"BRCA.Luminal_2"	"NQO1"
"TIMM8B1"	3.52645312299942e-127	0.265160738713945	0.643	0.448	8.17784479223566e-123	"BRCA.Luminal_2"	"TIMM8B"
"ARL1"	6.17461684186898e-126	0.278974058907652	0.654	0.466	1.43189364562942e-121	"BRCA.Luminal_2"	"ARL1"
